gene_id	SYMBOL	GENENAME	GENETYPE	SRR10315781_TPM	SRR10315782_TPM
ENSG00000286291	NA	NA	NA	0	0
ENSG00000286292	NA	NA	NA	0	0.14
ENSG00000286293	NA	NA	NA	0	0
ENSG00000286294	NA	NA	NA	0	0
ENSG00000286295	NA	NA	NA	0	0
ENSG00000286296	NA	NA	NA	0	0
ENSG00000286297	LOC124900669	uncharacterized LOC124900669	ncRNA	0	0
ENSG00000286299	NA	NA	NA	0.12	0.03
ENSG00000286300	NA	NA	NA	0	0
ENSG00000286301	NA	NA	NA	0	0
ENSG00000286302	NA	NA	NA	0	0
ENSG00000286303	NA	NA	NA	0	0
ENSG00000286305	NA	NA	NA	0.17	0.17
ENSG00000286306	NA	NA	NA	0	0
ENSG00000286307	NA	NA	NA	0	0
ENSG00000286308	NA	NA	NA	0	0
ENSG00000286309	NA	NA	NA	0	0
ENSG00000286310	NA	NA	NA	0	0
ENSG00000286311	NA	NA	NA	0.25	0.15
ENSG00000286312	NA	NA	NA	0	0
ENSG00000286313	LOC101928373	uncharacterized LOC101928373	ncRNA	0.03	0
ENSG00000286314	NA	NA	NA	0.04	0
ENSG00000286315	LOC124901628	uncharacterized LOC124901628	ncRNA	0.35	0.31
ENSG00000286316	NA	NA	NA	0	0
ENSG00000286317	NA	NA	NA	0	0
ENSG00000286318	NA	NA	NA	0	0
ENSG00000286319	NA	NA	NA	0.16	0
ENSG00000286320	NA	NA	NA	0.04	0.36
ENSG00000286321	NA	NA	NA	0	0
ENSG00000286322	LOC105376020	uncharacterized LOC105376020	ncRNA	0	0
ENSG00000286323	NA	NA	NA	0	0
ENSG00000286324	NA	NA	NA	0	0
ENSG00000286325	NA	NA	NA	0	0
ENSG00000286326	NA	NA	NA	0.05	0
ENSG00000286327	NA	NA	NA	0.02	0.04
ENSG00000286328	NA	NA	NA	0	0
ENSG00000286329	NA	NA	NA	0	0
ENSG00000286330	LOC105370259	uncharacterized LOC105370259	ncRNA	0	0
ENSG00000286331	NA	NA	NA	0	0
ENSG00000286332	NA	NA	NA	0	0
ENSG00000286333	NA	NA	NA	0	0
ENSG00000286334	NA	NA	NA	0	0
ENSG00000286335	NA	NA	NA	0	0
ENSG00000286337	NA	NA	NA	0	0
ENSG00000286338	NA	NA	NA	0	0
ENSG00000286339	LOC107986524	uncharacterized LOC107986524	ncRNA	0	0
ENSG00000286340	NA	NA	NA	0.93	0.49
ENSG00000286341	NA	NA	NA	0	0
ENSG00000286342	NA	NA	NA	0	0
ENSG00000286343	NA	NA	NA	0	0
ENSG00000286344	LINC02641	long intergenic non-protein coding RNA 2641	ncRNA	0	0
ENSG00000286345	NA	NA	NA	0	0
ENSG00000286346	LOC124901902	uncharacterized LOC124901902	ncRNA	0	0
ENSG00000286347	NA	NA	NA	0	0
ENSG00000286348	NA	NA	NA	0	0
ENSG00000286349	NA	NA	NA	0.06	0
ENSG00000286350	NA	NA	NA	0	0
ENSG00000286351	NA	NA	NA	0	0
ENSG00000286352	LOC105376975	uncharacterized LOC105376975	ncRNA	1.1	1.48
ENSG00000286353	NA	NA	NA	0	0
ENSG00000286354	NA	NA	NA	0	0
ENSG00000286355	NA	NA	NA	0	0
ENSG00000286356	NA	NA	NA	0	0
ENSG00000286357	NA	NA	NA	0	0
ENSG00000286358	NA	NA	NA	0.38	0.23
ENSG00000286359	LOC124902473	uncharacterized LOC124902473	ncRNA	0	0
ENSG00000286360	NA	NA	NA	0.13	0.13
ENSG00000286361	NA	NA	NA	0	0
ENSG00000286362	NA	NA	NA	0	0
ENSG00000286363	NA	NA	NA	0	0
ENSG00000286364	NA	NA	NA	0	0
ENSG00000286365	NA	NA	NA	0	0
ENSG00000286366	NA	NA	NA	0.27	0.17
ENSG00000286367	NA	NA	NA	0.18	0.18
ENSG00000286368	NA	NA	NA	0	0
ENSG00000286369	LOC105369363	uncharacterized LOC105369363	ncRNA	0.17	0
ENSG00000286370	NA	NA	NA	0	0
ENSG00000286371	NA	NA	NA	0	0
ENSG00000286372	NA	NA	NA	0	0
ENSG00000286373	NA	NA	NA	0	0.03
ENSG00000286374	NA	NA	NA	0	0
ENSG00000286375	NA	NA	NA	0	0
ENSG00000286376	NA	NA	NA	0.02	0
ENSG00000286377	LOC124900945	uncharacterized LOC124900945	ncRNA	0	0
ENSG00000286378	NA	NA	NA	0	0
ENSG00000286379	NA	NA	NA	0.04	0.06
ENSG00000286380	LOC105375501	uncharacterized LOC105375501	ncRNA	0	0
ENSG00000286381	NHIP	neuronal hypoxia inducible, placenta associated	ncRNA	0	0
ENSG00000286382	NA	NA	NA	0	0
ENSG00000286383	LOC105371689	uncharacterized LOC105371689	ncRNA	0	0.25
ENSG00000286384	NA	NA	NA	0	0
ENSG00000286385	NA	NA	NA	0	0
ENSG00000286386	NA	NA	NA	0	0
ENSG00000286387	NA	NA	NA	0	0
ENSG00000286388	NA	NA	NA	3.38	3.43
ENSG00000286389	LOC105373289	LOC105373289	ncRNA	0.15	0.02
ENSG00000286390	NA	NA	NA	0	0
ENSG00000286391	LOC107985206	uncharacterized LOC107985206	ncRNA	0	0
ENSG00000286393	NA	NA	NA	0	0
ENSG00000286394	NA	NA	NA	0	0
ENSG00000286395	NA	NA	NA	0	0
ENSG00000286396	NA	NA	NA	0	0
ENSG00000286397	NA	NA	NA	0	0
ENSG00000286398	NA	NA	NA	0	0
ENSG00000286399	NA	NA	NA	0	0
ENSG00000286400	NA	NA	NA	0	0
ENSG00000286401	NA	NA	NA	0	0.84
ENSG00000286402	NA	NA	NA	0	0
ENSG00000286403	NA	NA	NA	0	0.07
ENSG00000286404	NA	NA	NA	0	0
ENSG00000286405	NA	NA	NA	0	0
ENSG00000286406	NA	NA	NA	0	0.02
ENSG00000286407	NA	NA	NA	0	0
ENSG00000286408	NA	NA	NA	2.02	2.02
ENSG00000286409	NA	NA	NA	0	0.16
ENSG00000286410	NA	NA	NA	0	0
ENSG00000286411	NA	NA	NA	0	0
ENSG00000286412	NA	NA	NA	0	0
ENSG00000286413	NA	NA	NA	0	0
ENSG00000286414	NA	NA	NA	0.1	0
ENSG00000286415	NA	NA	NA	0	0
ENSG00000286416	NA	NA	NA	0.36	0.24
ENSG00000286417	NA	NA	NA	0	0
ENSG00000286418	NA	NA	NA	0	0
ENSG00000286419	NA	NA	NA	0	0
ENSG00000286420	NA	NA	NA	0	0
ENSG00000286421	LOC105372937	uncharacterized LOC105372937	ncRNA	0	0
ENSG00000286422	NA	NA	NA	0	0
ENSG00000286423	NA	NA	NA	0.12	0.13
ENSG00000286424	NA	NA	NA	0	0
ENSG00000286425	NA	NA	NA	0	0
ENSG00000286426	NA	NA	NA	0	0
ENSG00000286427	NA	NA	NA	0	0
ENSG00000286428	NA	NA	NA	0	0
ENSG00000286429	NA	NA	NA	0	0
ENSG00000286430	NA	NA	NA	0	0
ENSG00000286431	NA	NA	NA	1.14	0.83
ENSG00000286432	NA	NA	NA	0	0
ENSG00000286433	NA	NA	NA	0	0
ENSG00000286434	NA	NA	NA	0	0
ENSG00000286435	NA	NA	NA	0	0
ENSG00000286436	NA	NA	NA	0	0
ENSG00000286437	NA	NA	NA	0	0
ENSG00000286438	NA	NA	NA	0	0
ENSG00000286439	NA	NA	NA	0	0
ENSG00000286440	NA	NA	NA	0	0
ENSG00000286441	LOC107986376	uncharacterized LOC107986376	ncRNA	0	0
ENSG00000286442	NA	NA	NA	0	0
ENSG00000286443	NA	NA	NA	0	0
ENSG00000286444	NA	NA	NA	0.08	0.17
ENSG00000286445	NA	NA	NA	0.52	0.6
ENSG00000286446	NA	NA	NA	0	0
ENSG00000286447	LOC124909397	uncharacterized LOC124909397	ncRNA	0	0
ENSG00000286448	NA	NA	NA	0	0
ENSG00000286449	NA	NA	NA	0	0
ENSG00000286450	NA	NA	NA	0	0
ENSG00000286451	NA	NA	NA	0	0
ENSG00000286452	NA	NA	NA	0	0
ENSG00000286453	NA	NA	NA	0	0
ENSG00000286454	NA	NA	NA	0	0
ENSG00000286455	NA	NA	NA	0	0
ENSG00000286456	NA	NA	NA	0	0
ENSG00000286457	NA	NA	NA	0	0
ENSG00000286458	NA	NA	NA	0.06	0.08
ENSG00000286459	NA	NA	NA	0.83	0.38
ENSG00000286460	NA	NA	NA	0	0
ENSG00000286461	NA	NA	NA	0	0
ENSG00000286462	LOC124903055	uncharacterized LOC124903055	ncRNA	0	0
ENSG00000286463	NA	NA	NA	0	0
ENSG00000286464	NA	NA	NA	0	0
ENSG00000286465	NA	NA	NA	0	0
ENSG00000286466	NA	NA	NA	0	0
ENSG00000286467	NA	NA	NA	0	0
ENSG00000286468	NA	NA	NA	0	0
ENSG00000286469	LOC105370232	uncharacterized LOC105370232	ncRNA	0	0
ENSG00000286470	NA	NA	NA	0	0
ENSG00000286471	LOC105375840	uncharacterized LOC105375840	ncRNA	0	0
ENSG00000286472	NA	NA	NA	0	0
ENSG00000286473	NA	NA	NA	0	0
ENSG00000286474	NA	NA	NA	0	0
ENSG00000286475	NA	NA	NA	0	0
ENSG00000286476	NA	NA	NA	0	0
ENSG00000286477	LOC102723684	uncharacterized LOC102723684	ncRNA	0	0
ENSG00000286478	NA	NA	NA	0	0
ENSG00000286479	NA	NA	NA	0	0
ENSG00000286480	NA	NA	NA	0.07	0.07
ENSG00000286481	NA	NA	NA	0	0
ENSG00000286482	NA	NA	NA	0.11	0.11
ENSG00000286483	NA	NA	NA	0	0
ENSG00000286484	LOC124901942	uncharacterized LOC124901942	ncRNA	0	0
ENSG00000286485	NA	NA	NA	0	0
ENSG00000286486	NA	NA	NA	0	0
ENSG00000286487	NA	NA	NA	0	0
ENSG00000286488	NA	NA	NA	0.03	0.13
ENSG00000286489	NA	NA	NA	0	0
ENSG00000286490	NA	NA	NA	0	0
ENSG00000286491	LOC105373044	uncharacterized LOC105373044	ncRNA	0	0
ENSG00000286492	NA	NA	NA	0	0
ENSG00000286493	NA	NA	NA	0	0
ENSG00000286494	NA	NA	NA	0	0
ENSG00000286495	NA	NA	NA	0	0
ENSG00000286496	LOC124904601	uncharacterized LOC124904601	ncRNA	0	0
ENSG00000286497	NA	NA	NA	0	0
ENSG00000286498	LOC124901457	uncharacterized LOC124901457	ncRNA	0	0
ENSG00000286499	NA	NA	NA	0	0
ENSG00000286500	NA	NA	NA	0	0
ENSG00000286501	NA	NA	NA	0	0
ENSG00000286502	LOC124902301	uncharacterized LOC124902301	ncRNA	0	0
ENSG00000286503	NA	NA	NA	0	0
ENSG00000286504	NA	NA	NA	0	0
ENSG00000286505	NA	NA	NA	0	0
ENSG00000286506	NA	NA	NA	0	0
ENSG00000286507	NA	NA	NA	0	0
ENSG00000286508	NA	NA	NA	0	0
ENSG00000286509	NA	NA	NA	0	0
ENSG00000286510	NA	NA	NA	0	0
ENSG00000286511	NA	NA	NA	0.07	0.21
ENSG00000286512	NA	NA	NA	0	0.02
ENSG00000286513	NA	NA	NA	0	0
ENSG00000286514	NA	NA	NA	0	0
ENSG00000286515	NA	NA	NA	0	0
ENSG00000286516	NA	NA	NA	0	0
ENSG00000286517	NA	NA	NA	0	0
ENSG00000286518	NA	NA	NA	0	0
ENSG00000286519	NA	NA	NA	0.18	0.06
ENSG00000286520	NA	NA	NA	0	0
ENSG00000286521	NA	NA	NA	0	0
ENSG00000286522	H3C2	H3 clustered histone 2	protein-coding	1.43	0.29
ENSG00000286523	NA	NA	NA	0	0
ENSG00000286524	NA	NA	NA	0	0.04
ENSG00000286525	NA	NA	NA	0	0
ENSG00000286526	NA	NA	NA	0	0
ENSG00000286527	NA	NA	NA	0.29	0
ENSG00000286528	NA	NA	NA	0	0
ENSG00000286529	NA	NA	NA	0	0.25
ENSG00000286530	NA	NA	NA	0	0
ENSG00000286531	NA	NA	NA	0	0
ENSG00000286532	PARTICL	promoter of MAT2A antisense radiation-induced circulating long non-coding RNA	ncRNA	1.72	2.53
ENSG00000286533	NA	NA	NA	0	0
ENSG00000286534	NA	NA	NA	0	0
ENSG00000286535	LOC124902026	uncharacterized LOC124902026	ncRNA	0.13	0.24
ENSG00000286536	NA	NA	NA	0	0
ENSG00000286537	NA	NA	NA	0	0
ENSG00000286538	NA	NA	NA	0	0
ENSG00000286539	NA	NA	NA	0	0
ENSG00000286540	NA	NA	NA	0	0
ENSG00000286541	NA	NA	NA	0	0
ENSG00000286542	NA	NA	NA	0	0.14
ENSG00000286543	LOC124900957	uncharacterized LOC124900957	ncRNA	0	0
ENSG00000286544	NA	NA	NA	0	0
ENSG00000286545	NA	NA	NA	0.22	0.3
ENSG00000286546	LOC613266	uncharacterized LOC613266	ncRNA	0	0
ENSG00000286547	NA	NA	NA	0	0
ENSG00000286548	NA	NA	NA	0.03	0
ENSG00000286549	NA	NA	NA	0	0
ENSG00000286550	NA	NA	NA	0	0
ENSG00000286551	NA	NA	NA	0	0
ENSG00000286552	NA	NA	NA	0	0
ENSG00000286553	NA	NA	NA	0	0
ENSG00000286554	NA	NA	NA	0	0
ENSG00000286555	NA	NA	NA	0	0
ENSG00000286556	NA	NA	NA	0	0
ENSG00000286557	LOC105373742	uncharacterized LOC105373742	ncRNA	0	0
ENSG00000286558	NA	NA	NA	0	0
ENSG00000286559	LOC101927857	uncharacterized LOC101927857	ncRNA	0	0
ENSG00000286561	NA	NA	NA	0.08	0
ENSG00000286562	NA	NA	NA	0	0
ENSG00000286563	NA	NA	NA	0	0.04
ENSG00000286564	NA	NA	NA	0	0
ENSG00000286565	NA	NA	NA	0	0
ENSG00000286566	NA	NA	NA	0	0
ENSG00000286567	NA	NA	NA	0	0
ENSG00000286568	NA	NA	NA	0	0
ENSG00000286569	NA	NA	NA	0	0
ENSG00000286570	NA	NA	NA	0	0.17
ENSG00000286571	NA	NA	NA	0	0
ENSG00000286572	NA	NA	NA	0	0.05
ENSG00000286573	NA	NA	NA	0	0
ENSG00000286575	LOC107984265	uncharacterized LOC107984265	ncRNA	0	0
ENSG00000286576	NA	NA	NA	0	0
ENSG00000286577	NA	NA	NA	0.05	0
ENSG00000286578	NA	NA	NA	0	0
ENSG00000286579	NA	NA	NA	0	0.12
ENSG00000286580	LOC124900869	uncharacterized LOC124900869	ncRNA	0	0
ENSG00000286581	NA	NA	NA	0	0
ENSG00000286582	NA	NA	NA	0	0
ENSG00000286583	NA	NA	NA	0	0
ENSG00000286584	NA	NA	NA	0.41	0.51
ENSG00000286585	LOC105374174	uncharacterized LOC105374174	ncRNA	0.05	0.11
ENSG00000286586	NA	NA	NA	0	0
ENSG00000286587	NA	NA	NA	0	0
ENSG00000286588	NA	NA	NA	0	0
ENSG00000286589	NA	NA	NA	0	0
ENSG00000286590	NA	NA	NA	0	0
ENSG00000286591	NA	NA	NA	0	0
ENSG00000286592	NA	NA	NA	0	0
ENSG00000286593	NA	NA	NA	0	0
ENSG00000286594	NA	NA	NA	0	0
ENSG00000286595	LOC101927483	uncharacterized LOC101927483	ncRNA	0	0
ENSG00000286596	NA	NA	NA	0	0
ENSG00000286597	NA	NA	NA	0	0
ENSG00000286598	LOC105370728	uncharacterized LOC105370728	ncRNA	0	0
ENSG00000286599	NA	NA	NA	0.11	0.43
ENSG00000286600	NA	NA	NA	0	0
ENSG00000286602	NA	NA	NA	0	0
ENSG00000286603	NA	NA	NA	0	0
ENSG00000286604	NA	NA	NA	0	0
ENSG00000286605	NA	NA	NA	0	0
ENSG00000286606	NA	NA	NA	0.09	0.17
ENSG00000286607	NA	NA	NA	0	0
ENSG00000286608	NA	NA	NA	0	0
ENSG00000286609	NA	NA	NA	0	0
ENSG00000286610	NA	NA	NA	0	0
ENSG00000286611	NA	NA	NA	0	0
ENSG00000286612	NA	NA	NA	0	0
ENSG00000286613	NA	NA	NA	0.1	0.42
ENSG00000286614	NA	NA	NA	0	0.06
ENSG00000286615	LOC105379199	uncharacterized LOC105379199	protein-coding	0.1	0
ENSG00000286616	NA	NA	NA	0	0.14
ENSG00000286617	NA	NA	NA	0	0
ENSG00000286618	NA	NA	NA	0	0
ENSG00000286619	NA	NA	NA	4.64	4.28
ENSG00000286620	NA	NA	NA	0.03	0.03
ENSG00000286621	NA	NA	NA	0	0
ENSG00000286622	NA	NA	NA	0	0
ENSG00000286623	NA	NA	NA	0	0
ENSG00000286624	NA	NA	NA	0	0
ENSG00000286625	NA	NA	NA	0	0
ENSG00000286626	LOC101929918	uncharacterized LOC101929918	ncRNA	0	0.06
ENSG00000286627	NA	NA	NA	0	0
ENSG00000286628	NA	NA	NA	0	0
ENSG00000286629	NA	NA	NA	0	0
ENSG00000286630	NA	NA	NA	0	0
ENSG00000286631	NA	NA	NA	0	0.11
ENSG00000286632	NA	NA	NA	0	0
ENSG00000286633	NA	NA	NA	0	0
ENSG00000286634	NA	NA	NA	0	0
ENSG00000286635	NA	NA	NA	0	0
ENSG00000286636	NA	NA	NA	0	0
ENSG00000286637	NA	NA	NA	0	0
ENSG00000286638	NA	NA	NA	0.04	0
ENSG00000286639	NA	NA	NA	0	0
ENSG00000286640	NA	NA	NA	0	0
ENSG00000286641	LOC124900881	uncharacterized LOC124900881	ncRNA	0	0
ENSG00000286642	NA	NA	NA	0	0
ENSG00000286643	NA	NA	NA	0	0
ENSG00000286644	NA	NA	NA	0	0
ENSG00000286645	NA	NA	NA	0.04	0
ENSG00000286646	NA	NA	NA	0	0.06
ENSG00000286647	LOC124900989	uncharacterized LOC124900989	ncRNA	0	0
ENSG00000286648	NA	NA	NA	0	0
ENSG00000286649	NA	NA	NA	0	0
ENSG00000286650	NA	NA	NA	0	0.18
ENSG00000286651	PRSS43P	serine protease 43, pseudogene	pseudo	0	0
ENSG00000286652	NA	NA	NA	0	0.18
ENSG00000286653	NA	NA	NA	0	0
ENSG00000286654	NA	NA	NA	0	0
ENSG00000286655	NA	NA	NA	0	0
ENSG00000286656	NA	NA	NA	1.19	1.28
ENSG00000286657	LOC124901107	uncharacterized LOC124901107	ncRNA	0	0
ENSG00000286658	LOC124901632	uncharacterized LOC124901632	ncRNA	0	0
ENSG00000286659	NA	NA	NA	1.01	0
ENSG00000286660	LOC105374058	uncharacterized LOC105374058	ncRNA	0	0
ENSG00000286661	NA	NA	NA	0	0
ENSG00000286662	NA	NA	NA	0	0
ENSG00000286663	NA	NA	NA	0	0
ENSG00000286664	NA	NA	NA	0	0
ENSG00000286665	NA	NA	NA	0	0
ENSG00000286666	NA	NA	NA	0	0
ENSG00000286667	NA	NA	NA	0	0
ENSG00000286668	NA	NA	NA	0	0
ENSG00000286669	NA	NA	NA	0.18	0
ENSG00000286670	NA	NA	NA	0	0
ENSG00000286671	NA	NA	NA	0	0
ENSG00000286672	NA	NA	NA	0.1	0.03
ENSG00000286674	NA	NA	NA	0	0
ENSG00000286675	NA	NA	NA	0	0
ENSG00000286676	NA	NA	NA	0	0
ENSG00000286677	NA	NA	NA	0.05	0.15
ENSG00000286678	NA	NA	NA	0	0
ENSG00000286679	LOC107985953	uncharacterized LOC107985953	ncRNA	0	0
ENSG00000286680	NA	NA	NA	0	0
ENSG00000286681	NA	NA	NA	0.18	0.24
ENSG00000286682	NA	NA	NA	0	0.05
ENSG00000286683	LOC112268065	uncharacterized LOC112268065	ncRNA	0	0
ENSG00000286684	NA	NA	NA	0	0
ENSG00000286685	LOC124902128	uncharacterized LOC124902128	ncRNA	0	0
ENSG00000286686	NA	NA	NA	0	0
ENSG00000286687	NA	NA	NA	0	0
ENSG00000286688	NA	NA	NA	0	0.04
ENSG00000286689	NA	NA	NA	0	0.29
ENSG00000286690	NA	NA	NA	0	0
ENSG00000286691	NA	NA	NA	0	0
ENSG00000286692	NA	NA	NA	0	0
ENSG00000286693	NA	NA	NA	0	0
ENSG00000286694	NA	NA	NA	0	0.04
ENSG00000286695	NA	NA	NA	0.05	0
ENSG00000286696	NA	NA	NA	0	0
ENSG00000286697	NA	NA	NA	0	0
ENSG00000286698	NA	NA	NA	0	0
ENSG00000286700	NA	NA	NA	0	0
ENSG00000286701	NA	NA	NA	0	0
ENSG00000286703	NA	NA	NA	0	0
ENSG00000286704	NA	NA	NA	0	0
ENSG00000286705	NA	NA	NA	0.21	0.28
ENSG00000286707	NA	NA	NA	0.08	0.21
ENSG00000286708	NA	NA	NA	0	0
ENSG00000286709	NA	NA	NA	0	0
ENSG00000286710	LOC116435278	uncharacterized LOC116435278	ncRNA	0	0
ENSG00000286711	NA	NA	NA	0	0
ENSG00000286712	NA	NA	NA	0	0
ENSG00000286713	NA	NA	NA	0	0
ENSG00000286714	NA	NA	NA	0	0
ENSG00000286715	NA	NA	NA	0	0
ENSG00000286716	NA	NA	NA	0	0
ENSG00000286717	NA	NA	NA	0.29	0.1
ENSG00000286718	LOC105379839	uncharacterized LOC105379839	ncRNA	0.28	0.56
ENSG00000286719	NA	NA	NA	0	0
ENSG00000286720	NA	NA	NA	0	0
ENSG00000286721	NA	NA	NA	0	0
ENSG00000286722	NA	NA	NA	0	0
ENSG00000286723	NA	NA	NA	0	0
ENSG00000286724	NA	NA	NA	0.48	0.56
ENSG00000286725	NA	NA	NA	0	0
ENSG00000286727	NA	NA	NA	0	0
ENSG00000286728	NA	NA	NA	0.02	0
ENSG00000286729	NA	NA	NA	0.4	0.24
ENSG00000286730	NA	NA	NA	0	0
ENSG00000286731	NA	NA	NA	0	0
ENSG00000286732	NA	NA	NA	0.33	0.08
ENSG00000286733	LINC02348	long intergenic non-protein coding RNA 2348	ncRNA	0	0.07
ENSG00000286734	NA	NA	NA	0	0
ENSG00000286735	NA	NA	NA	0	0
ENSG00000286736	NA	NA	NA	0	0
ENSG00000286737	LOC105373508	uncharacterized LOC105373508	ncRNA	0	0
ENSG00000286738	NA	NA	NA	0	0
ENSG00000286739	NA	NA	NA	0.3	0
ENSG00000286740	NA	NA	NA	0	0
ENSG00000286741	NA	NA	NA	0	0
ENSG00000286742	NA	NA	NA	0	0
ENSG00000286743	LOC124903940	uncharacterized LOC124903940	ncRNA	0	0
ENSG00000286744	NA	NA	NA	0	0
ENSG00000286745	NA	NA	NA	0	0
ENSG00000286746	NA	NA	NA	0	0
ENSG00000286747	NA	NA	NA	0	0
ENSG00000286748	NA	NA	NA	0	0
ENSG00000286749	NA	NA	NA	0	0
ENSG00000286750	NA	NA	NA	0	0
ENSG00000286751	NA	NA	NA	0	0
ENSG00000286752	NA	NA	NA	0	0
ENSG00000286753	LOC101929200	uncharacterized LOC101929200	ncRNA	0.26	0.58
ENSG00000286754	NA	NA	NA	0	0
ENSG00000286755	NA	NA	NA	0	0
ENSG00000286756	NA	NA	NA	0	0
ENSG00000286757	NA	NA	NA	0.1	0.13
ENSG00000286758	NA	NA	NA	0	0
ENSG00000286759	NA	NA	NA	0	0
ENSG00000286760	LOC100289495	uncharacterized LOC100289495	ncRNA	0.23	0.45
ENSG00000286761	NA	NA	NA	0	0
ENSG00000286763	NA	NA	NA	0	0
ENSG00000286764	NA	NA	NA	0	0.03
ENSG00000286765	NA	NA	NA	0	0
ENSG00000286766	NA	NA	NA	0	0
ENSG00000286767	NA	NA	NA	0	0
ENSG00000286769	NA	NA	NA	0	0
ENSG00000286770	NA	NA	NA	0	0
ENSG00000286771	NA	NA	NA	0	0
ENSG00000286772	NA	NA	NA	0	0
ENSG00000286773	NA	NA	NA	0	0
ENSG00000286774	LOC101927711	uncharacterized LOC101927711	ncRNA	0	0
ENSG00000286775	NA	NA	NA	0	0
ENSG00000286776	LOC105373575	uncharacterized LOC105373575	ncRNA	0	0
ENSG00000286777	NA	NA	NA	0.12	0
ENSG00000286778	NA	NA	NA	0	0
ENSG00000286779	NA	NA	NA	0	0
ENSG00000286780	NA	NA	NA	0	0
ENSG00000286781	NA	NA	NA	0	0
ENSG00000286782	NA	NA	NA	0.17	0.03
ENSG00000286784	NA	NA	NA	0	0
ENSG00000286785	LINC01622	long intergenic non-protein coding RNA 1622	ncRNA	0	0
ENSG00000286786	NA	NA	NA	0.04	0.06
ENSG00000286787	NA	NA	NA	1.46	1.49
ENSG00000286788	NA	NA	NA	0	0
ENSG00000286789	NA	NA	NA	0	0
ENSG00000286790	LOC124903658	uncharacterized LOC124903658	ncRNA	0	0
ENSG00000286791	NA	NA	NA	0	0
ENSG00000286792	NA	NA	NA	0	0
ENSG00000286793	NA	NA	NA	0	0
ENSG00000286794	LOC105373299	uncharacterized LOC105373299	ncRNA	0	0
ENSG00000286795	NA	NA	NA	0	0
ENSG00000286796	NA	NA	NA	0	0
ENSG00000286797	NA	NA	NA	0	0
ENSG00000286798	LOC102725080	uncharacterized LOC102725080	ncRNA	0	0
ENSG00000286799	NA	NA	NA	0	0
ENSG00000286800	NA	NA	NA	0	0
ENSG00000286801	NA	NA	NA	0	0
ENSG00000286802	NA	NA	NA	0	0
ENSG00000286803	NA	NA	NA	0	0
ENSG00000286804	NA	NA	NA	0	0
ENSG00000286805	NA	NA	NA	0	0
ENSG00000286806	NA	NA	NA	0	0
ENSG00000286807	NA	NA	NA	0	0
ENSG00000286808	NA	NA	NA	1.45	1.21
ENSG00000286809	NA	NA	NA	0	0
ENSG00000286810	NA	NA	NA	0.45	0.2
ENSG00000286811	NA	NA	NA	0.03	0.08
ENSG00000286812	NA	NA	NA	0	0
ENSG00000286813	NA	NA	NA	0.06	0
ENSG00000286815	NA	NA	NA	0	0
ENSG00000286816	NA	NA	NA	0	0
ENSG00000286817	NA	NA	NA	0.13	0.13
ENSG00000286818	NA	NA	NA	0	0
ENSG00000286819	NA	NA	NA	0.16	0
ENSG00000286820	LOC101927072	uncharacterized LOC101927072	ncRNA	0	0
ENSG00000286821	LOC112268472	uncharacterized LOC112268472	ncRNA	0	0
ENSG00000286822	LOC105374134	uncharacterized LOC105374134	ncRNA	0	0
ENSG00000286823	NA	NA	NA	0	0.06
ENSG00000286824	NA	NA	NA	0	0
ENSG00000286825	NA	NA	NA	0	0
ENSG00000286826	NA	NA	NA	0	0
ENSG00000286827	LOC105374069	uncharacterized LOC105374069	ncRNA	0	0
ENSG00000286828	NA	NA	NA	0.06	0.03
ENSG00000286829	NA	NA	NA	0.05	0.11
ENSG00000286830	NA	NA	NA	0.11	0.11
ENSG00000286831	NA	NA	NA	0	0
ENSG00000286832	NA	NA	NA	0	0
ENSG00000286833	NA	NA	NA	0.68	0
ENSG00000286834	NA	NA	NA	0.13	0.05
ENSG00000286835	NA	NA	NA	1.86	1.36
ENSG00000286836	NA	NA	NA	0	0
ENSG00000286837	NA	NA	NA	0.31	0.05
ENSG00000286838	NA	NA	NA	0	0
ENSG00000286839	NA	NA	NA	0	0
ENSG00000286840	NA	NA	NA	0	0
ENSG00000286841	NA	NA	NA	0	0
ENSG00000286842	NA	NA	NA	0	0
ENSG00000286843	NA	NA	NA	0	0
ENSG00000286844	NA	NA	NA	0	0
ENSG00000286845	NA	NA	NA	0	0
ENSG00000286846	NA	NA	NA	0.05	0.02
ENSG00000286847	LOC105375216	uncharacterized LOC105375216	ncRNA	0	0.07
ENSG00000286848	NA	NA	NA	0	0
ENSG00000286849	NA	NA	NA	0	0
ENSG00000286850	NA	NA	NA	0	0
ENSG00000286851	NA	NA	NA	0	0
ENSG00000286852	NA	NA	NA	0	0
ENSG00000286853	NA	NA	NA	0.12	0
ENSG00000286854	NA	NA	NA	0	0
ENSG00000286855	NA	NA	NA	0	0
ENSG00000286856	NA	NA	NA	0	0
ENSG00000286857	NA	NA	NA	0	0
ENSG00000286858	NA	NA	NA	0	0
ENSG00000286860	NA	NA	NA	0	0
ENSG00000286861	NA	NA	NA	0.12	0.19
ENSG00000286862	NA	NA	NA	0	0
ENSG00000286863	NA	NA	NA	0.19	0.14
ENSG00000286864	NA	NA	NA	0.04	0.04
ENSG00000286865	NA	NA	NA	0	0
ENSG00000286866	NA	NA	NA	0	0
ENSG00000286867	NA	NA	NA	0	0
ENSG00000286868	NA	NA	NA	0	0
